EventID,EmployeeID,EventType,EventDate,Detail
EVT-HIRE-E00780,E00780,Hire,2024-09-23,
EVT-EXIT-E00780,E00780,Exit,2025-01-13,Resigned
EVT-HIRE-E00781,E00781,Hire,2025-10-16,
EVT-EXIT-E00781,E00781,Exit,2025-12-30,Performance / Termination
EVT-HIRE-E00782,E00782,Hire,2023-11-26,
EVT-HIRE-E00783,E00783,Hire,2025-09-04,
EVT-HIRE-E00784,E00784,Hire,2022-06-19,
EVT-HIRE-E00785,E00785,Hire,2025-03-27,
EVT-HIRE-E00786,E00786,Hire,2021-01-25,
EVT-HIRE-E00787,E00787,Hire,2022-08-08,
EVT-HIRE-E00788,E00788,Hire,2022-08-31,
EVT-EXIT-E00788,E00788,Exit,2022-12-17,Retirement
EVT-HIRE-E00789,E00789,Hire,2020-11-22,
EVT-HIRE-E00790,E00790,Hire,2021-02-18,
EVT-HIRE-E00791,E00791,Hire,2025-07-22,
EVT-HIRE-E00792,E00792,Hire,2020-10-02,
EVT-EXIT-E00792,E00792,Exit,2020-12-20,Resigned
EVT-HIRE-E00793,E00793,Hire,2022-05-22,
EVT-EXIT-E00793,E00793,Exit,2022-07-04,Resigned
EVT-HIRE-E00794,E00794,Hire,2022-08-14,
EVT-HIRE-E00795,E00795,Hire,2021-11-18,
EVT-HIRE-E00796,E00796,Hire,2024-03-08,
EVT-HIRE-E00797,E00797,Hire,2025-12-13,
EVT-HIRE-E00798,E00798,Hire,2023-11-02,
EVT-HIRE-E00799,E00799,Hire,2025-05-31,
EVT-HIRE-E00800,E00800,Hire,2025-02-07,
EVT-HIRE-E00801,E00801,Hire,2020-08-01,
EVT-HIRE-E00802,E00802,Hire,2025-06-06,
EVT-HIRE-E00803,E00803,Hire,2021-05-10,
EVT-HIRE-E00804,E00804,Hire,2020-07-02,
EVT-HIRE-E00805,E00805,Hire,2024-03-12,
EVT-HIRE-E00806,E00806,Hire,2023-03-12,
EVT-HIRE-E00807,E00807,Hire,2023-10-30,
EVT-EXIT-E00807,E00807,Exit,2024-01-19,Layoff
EVT-HIRE-E00808,E00808,Hire,2025-07-08,
EVT-HIRE-E00809,E00809,Hire,2025-10-08,
EVT-HIRE-E00810,E00810,Hire,2022-09-03,
EVT-HIRE-E00811,E00811,Hire,2023-04-28,
EVT-HIRE-E00812,E00812,Hire,2021-10-17,
EVT-HIRE-E00813,E00813,Hire,2024-12-23,
EVT-HIRE-E00814,E00814,Hire,2020-02-14,
EVT-HIRE-E00815,E00815,Hire,2025-10-13,
EVT-HIRE-E00816,E00816,Hire,2021-09-05,
EVT-HIRE-E00817,E00817,Hire,2023-01-28,
EVT-HIRE-E00818,E00818,Hire,2021-01-24,
EVT-HIRE-E00819,E00819,Hire,2020-05-28,
EVT-HIRE-E00820,E00820,Hire,2020-11-25,
EVT-HIRE-E00821,E00821,Hire,2023-11-29,
EVT-HIRE-E00822,E00822,Hire,2025-08-18,
EVT-HIRE-E00823,E00823,Hire,2021-04-27,
EVT-HIRE-E00824,E00824,Hire,2021-06-13,
EVT-HIRE-E00825,E00825,Hire,2023-11-06,
EVT-HIRE-E00826,E00826,Hire,2020-09-02,
EVT-EXIT-E00826,E00826,Exit,2021-01-21,Layoff
EVT-HIRE-E00827,E00827,Hire,2020-02-27,
EVT-HIRE-E00828,E00828,Hire,2025-06-30,
EVT-EXIT-E00828,E00828,Exit,2025-09-29,Resigned
EVT-HIRE-E00829,E00829,Hire,2022-02-10,
EVT-HIRE-E00830,E00830,Hire,2025-06-23,
EVT-EXIT-E00830,E00830,Exit,2025-09-18,Resigned
EVT-HIRE-E00831,E00831,Hire,2023-03-10,
EVT-HIRE-E00832,E00832,Hire,2025-07-22,
EVT-HIRE-E00833,E00833,Hire,2023-02-25,
EVT-HIRE-E00834,E00834,Hire,2022-05-16,
EVT-HIRE-E00835,E00835,Hire,2021-09-27,
EVT-HIRE-E00836,E00836,Hire,2020-11-16,
EVT-HIRE-E00837,E00837,Hire,2025-07-25,
EVT-HIRE-E00838,E00838,Hire,2024-11-11,
EVT-HIRE-E00839,E00839,Hire,2022-12-07,
EVT-HIRE-E00840,E00840,Hire,2023-07-16,
EVT-EXIT-E00840,E00840,Exit,2023-09-17,Resigned
EVT-HIRE-E00841,E00841,Hire,2020-01-13,
EVT-HIRE-E00842,E00842,Hire,2024-01-15,
EVT-HIRE-E00843,E00843,Hire,2024-11-28,
EVT-HIRE-E00844,E00844,Hire,2025-09-22,
EVT-HIRE-E00845,E00845,Hire,2024-10-05,
EVT-HIRE-E00846,E00846,Hire,2023-10-15,
EVT-HIRE-E00847,E00847,Hire,2022-07-20,
EVT-HIRE-E00848,E00848,Hire,2021-05-20,
EVT-HIRE-E00849,E00849,Hire,2021-07-24,
EVT-HIRE-E00850,E00850,Hire,2022-08-09,
EVT-HIRE-E00851,E00851,Hire,2022-03-22,
EVT-HIRE-E00852,E00852,Hire,2022-04-27,
EVT-HIRE-E00853,E00853,Hire,2023-03-18,
EVT-HIRE-E00854,E00854,Hire,2023-09-05,
EVT-HIRE-E00855,E00855,Hire,2021-01-28,
EVT-HIRE-E00856,E00856,Hire,2022-08-21,
EVT-EXIT-E00856,E00856,Exit,2022-09-29,Resigned
EVT-HIRE-E00857,E00857,Hire,2020-06-21,
EVT-HIRE-E00858,E00858,Hire,2020-01-09,
EVT-HIRE-E00859,E00859,Hire,2022-03-18,
EVT-HIRE-E00860,E00860,Hire,2024-03-10,
EVT-HIRE-E00861,E00861,Hire,2022-05-17,
EVT-EXIT-E00861,E00861,Exit,2022-09-19,Resigned
EVT-HIRE-E00862,E00862,Hire,2021-02-15,
EVT-HIRE-E00863,E00863,Hire,2020-10-08,
EVT-EXIT-E00863,E00863,Exit,2020-11-12,Layoff
EVT-HIRE-E00864,E00864,Hire,2022-05-04,
EVT-HIRE-E00865,E00865,Hire,2024-05-11,
EVT-HIRE-E00866,E00866,Hire,2025-12-21,
EVT-HIRE-E00867,E00867,Hire,2020-04-20,
EVT-HIRE-E00868,E00868,Hire,2024-06-03,
EVT-HIRE-E00869,E00869,Hire,2025-05-31,
EVT-EXIT-E00869,E00869,Exit,2025-08-10,Performance / Termination
EVT-HIRE-E00870,E00870,Hire,2022-03-04,
EVT-EXIT-E00870,E00870,Exit,2022-07-04,Performance / Termination
EVT-HIRE-E00871,E00871,Hire,2021-04-04,
EVT-HIRE-E00872,E00872,Hire,2023-09-08,
EVT-HIRE-E00873,E00873,Hire,2021-10-29,
EVT-HIRE-E00874,E00874,Hire,2020-09-28,
EVT-HIRE-E00875,E00875,Hire,2022-07-09,
EVT-HIRE-E00876,E00876,Hire,2022-06-20,
EVT-HIRE-E00877,E00877,Hire,2020-10-23,
EVT-HIRE-E00878,E00878,Hire,2024-03-05,
EVT-HIRE-E00879,E00879,Hire,2024-07-28,
EVT-HIRE-E00880,E00880,Hire,2024-07-28,
EVT-HIRE-E00881,E00881,Hire,2025-03-31,
EVT-HIRE-E00882,E00882,Hire,2021-02-12,
EVT-HIRE-E00883,E00883,Hire,2021-04-18,
EVT-HIRE-E00884,E00884,Hire,2024-01-16,
EVT-HIRE-E00885,E00885,Hire,2023-05-17,
EVT-HIRE-E00886,E00886,Hire,2023-04-29,
EVT-HIRE-E00887,E00887,Hire,2025-06-05,
EVT-HIRE-E00888,E00888,Hire,2024-10-24,
EVT-EXIT-E00888,E00888,Exit,2024-12-18,Resigned
EVT-HIRE-E00889,E00889,Hire,2023-05-25,
EVT-HIRE-E00890,E00890,Hire,2024-05-31,
EVT-EXIT-E00890,E00890,Exit,2024-07-10,Resigned
EVT-HIRE-E00891,E00891,Hire,2020-07-19,
EVT-HIRE-E00892,E00892,Hire,2025-03-09,
EVT-EXIT-E00892,E00892,Exit,2025-06-09,Resigned
EVT-HIRE-E00893,E00893,Hire,2022-09-20,
EVT-HIRE-E00894,E00894,Hire,2021-06-10,
EVT-HIRE-E00895,E00895,Hire,2020-11-19,
EVT-HIRE-E00896,E00896,Hire,2022-09-18,
EVT-HIRE-E00897,E00897,Hire,2022-03-14,
EVT-HIRE-E00898,E00898,Hire,2023-11-21,
EVT-HIRE-E00899,E00899,Hire,2023-03-15,
EVT-HIRE-E00900,E00900,Hire,2022-05-31,
EVT-HIRE-E00901,E00901,Hire,2022-04-25,
EVT-HIRE-E00902,E00902,Hire,2024-03-31,
EVT-HIRE-E00903,E00903,Hire,2020-12-23,
EVT-HIRE-E00904,E00904,Hire,2021-07-28,
EVT-HIRE-E00905,E00905,Hire,2021-11-21,
EVT-HIRE-E00906,E00906,Hire,2025-02-22,
EVT-EXIT-E00906,E00906,Exit,2025-05-23,Performance / Termination
EVT-HIRE-E00907,E00907,Hire,2021-06-13,
EVT-HIRE-E00908,E00908,Hire,2023-01-08,
EVT-HIRE-E00909,E00909,Hire,2023-11-07,
EVT-HIRE-E00910,E00910,Hire,2023-09-26,
EVT-HIRE-E00911,E00911,Hire,2023-07-03,
EVT-EXIT-E00911,E00911,Exit,2023-09-03,Retirement
EVT-HIRE-E00912,E00912,Hire,2023-01-11,
EVT-EXIT-E00912,E00912,Exit,2023-03-15,Relocation
EVT-HIRE-E00913,E00913,Hire,2023-06-01,
EVT-HIRE-E00914,E00914,Hire,2024-08-16,
EVT-EXIT-E00914,E00914,Exit,2024-11-28,Retirement
EVT-HIRE-E00915,E00915,Hire,2021-08-23,
EVT-EXIT-E00915,E00915,Exit,2021-10-04,Resigned
EVT-HIRE-E00916,E00916,Hire,2022-10-16,
EVT-HIRE-E00917,E00917,Hire,2025-07-05,
EVT-HIRE-E00918,E00918,Hire,2024-10-29,
EVT-HIRE-E00919,E00919,Hire,2020-01-06,
EVT-HIRE-E00920,E00920,Hire,2025-08-09,
EVT-EXIT-E00920,E00920,Exit,2025-10-05,Relocation
EVT-HIRE-E00921,E00921,Hire,2023-05-28,
EVT-EXIT-E00921,E00921,Exit,2023-09-19,Relocation
EVT-HIRE-E00922,E00922,Hire,2025-03-11,
EVT-EXIT-E00922,E00922,Exit,2025-07-23,Resigned
EVT-HIRE-E00923,E00923,Hire,2025-05-02,
EVT-HIRE-E00924,E00924,Hire,2022-02-16,
EVT-HIRE-E00925,E00925,Hire,2024-03-09,
EVT-HIRE-E00926,E00926,Hire,2022-03-07,
EVT-HIRE-E00927,E00927,Hire,2023-09-16,
EVT-HIRE-E00928,E00928,Hire,2024-02-28,
EVT-EXIT-E00928,E00928,Exit,2024-04-16,Resigned
EVT-HIRE-E00929,E00929,Hire,2023-07-04,
EVT-EXIT-E00929,E00929,Exit,2023-10-20,Retirement
EVT-HIRE-E00930,E00930,Hire,2024-07-25,
EVT-HIRE-E00931,E00931,Hire,2021-07-23,
EVT-HIRE-E00932,E00932,Hire,2022-09-16,
EVT-EXIT-E00932,E00932,Exit,2023-01-18,Resigned
EVT-HIRE-E00933,E00933,Hire,2024-10-05,
EVT-EXIT-E00933,E00933,Exit,2024-12-16,Resigned
EVT-HIRE-E00934,E00934,Hire,2021-07-20,
EVT-HIRE-E00935,E00935,Hire,2021-11-08,
EVT-EXIT-E00935,E00935,Exit,2022-02-08,Resigned
EVT-HIRE-E00936,E00936,Hire,2020-02-22,
EVT-HIRE-E00937,E00937,Hire,2021-01-26,
EVT-HIRE-E00938,E00938,Hire,2025-03-16,
EVT-HIRE-E00939,E00939,Hire,2024-02-01,
EVT-EXIT-E00939,E00939,Exit,2024-03-20,Resigned
EVT-HIRE-E00940,E00940,Hire,2020-06-18,
EVT-HIRE-E00941,E00941,Hire,2021-05-18,
EVT-HIRE-E00942,E00942,Hire,2020-07-19,
EVT-HIRE-E00943,E00943,Hire,2024-06-29,
EVT-HIRE-E00944,E00944,Hire,2021-06-13,
EVT-HIRE-E00945,E00945,Hire,2021-10-25,
EVT-HIRE-E00946,E00946,Hire,2024-05-22,
EVT-HIRE-E00947,E00947,Hire,2024-09-15,
EVT-HIRE-E00948,E00948,Hire,2023-03-14,
EVT-HIRE-E00949,E00949,Hire,2020-10-17,
EVT-HIRE-E00950,E00950,Hire,2020-08-19,
EVT-HIRE-E00951,E00951,Hire,2020-06-20,
EVT-HIRE-E00952,E00952,Hire,2021-06-16,
EVT-EXIT-E00952,E00952,Exit,2021-08-15,Retirement
EVT-HIRE-E00953,E00953,Hire,2020-04-08,
EVT-HIRE-E00954,E00954,Hire,2024-07-01,
EVT-HIRE-E00955,E00955,Hire,2025-05-02,
EVT-EXIT-E00955,E00955,Exit,2025-08-22,Layoff
EVT-HIRE-E00956,E00956,Hire,2023-04-14,
EVT-HIRE-E00957,E00957,Hire,2021-03-23,
EVT-HIRE-E00958,E00958,Hire,2025-04-20,
EVT-HIRE-E00959,E00959,Hire,2022-12-15,
EVT-HIRE-E00960,E00960,Hire,2020-06-01,
EVT-HIRE-E00961,E00961,Hire,2020-11-20,
EVT-HIRE-E00962,E00962,Hire,2023-11-01,
EVT-EXIT-E00962,E00962,Exit,2024-02-18,Resigned
EVT-HIRE-E00963,E00963,Hire,2020-04-17,
EVT-HIRE-E00964,E00964,Hire,2022-10-12,
EVT-HIRE-E00965,E00965,Hire,2025-03-23,
EVT-EXIT-E00965,E00965,Exit,2025-04-28,Layoff
EVT-HIRE-E00966,E00966,Hire,2022-01-19,
EVT-HIRE-E00967,E00967,Hire,2025-02-21,
EVT-HIRE-E00968,E00968,Hire,2023-12-04,
EVT-EXIT-E00968,E00968,Exit,2024-04-25,Resigned
EVT-HIRE-E00969,E00969,Hire,2025-03-15,
EVT-HIRE-E00970,E00970,Hire,2022-09-26,
EVT-HIRE-E00971,E00971,Hire,2021-11-11,
EVT-HIRE-E00972,E00972,Hire,2023-07-28,
EVT-EXIT-E00972,E00972,Exit,2023-11-26,Relocation
EVT-HIRE-E00973,E00973,Hire,2020-11-01,
EVT-HIRE-E00974,E00974,Hire,2022-05-06,
EVT-HIRE-E00975,E00975,Hire,2024-01-24,
EVT-HIRE-E00976,E00976,Hire,2024-09-25,
EVT-EXIT-E00976,E00976,Exit,2025-02-14,Retirement
EVT-HIRE-E00977,E00977,Hire,2021-10-11,
EVT-HIRE-E00978,E00978,Hire,2020-05-25,
EVT-EXIT-E00978,E00978,Exit,2020-06-26,Resigned
EVT-HIRE-E00979,E00979,Hire,2020-02-19,
EVT-HIRE-E00980,E00980,Hire,2024-10-20,
EVT-HIRE-E00981,E00981,Hire,2024-07-20,
EVT-EXIT-E00981,E00981,Exit,2024-10-01,Resigned
EVT-HIRE-E00982,E00982,Hire,2023-07-17,
EVT-HIRE-E00983,E00983,Hire,2020-08-29,
EVT-HIRE-E00984,E00984,Hire,2022-05-04,
EVT-HIRE-E00985,E00985,Hire,2022-07-07,
EVT-HIRE-E00986,E00986,Hire,2023-08-12,
EVT-HIRE-E00987,E00987,Hire,2023-09-16,
EVT-HIRE-E00988,E00988,Hire,2021-03-26,
EVT-HIRE-E00989,E00989,Hire,2025-11-23,
EVT-HIRE-E00990,E00990,Hire,2020-05-25,
EVT-EXIT-E00990,E00990,Exit,2020-07-24,Performance / Termination
EVT-HIRE-E00991,E00991,Hire,2022-03-10,
EVT-HIRE-E00992,E00992,Hire,2025-10-18,
EVT-EXIT-E00992,E00992,Exit,2025-12-30,Resigned
EVT-HIRE-E00993,E00993,Hire,2024-02-25,
EVT-HIRE-E00994,E00994,Hire,2023-12-25,
EVT-HIRE-E00995,E00995,Hire,2025-10-14,
EVT-HIRE-E00996,E00996,Hire,2025-06-20,
EVT-HIRE-E00997,E00997,Hire,2021-12-27,
EVT-EXIT-E00997,E00997,Exit,2022-05-06,Layoff
EVT-HIRE-E00998,E00998,Hire,2024-11-07,
EVT-HIRE-E00999,E00999,Hire,2021-12-08,
EVT-HIRE-E01000,E01000,Hire,2022-03-12,
EVT-HIRE-E01001,E01001,Hire,2022-07-06,
EVT-HIRE-E01002,E01002,Hire,2025-08-04,
EVT-HIRE-E01003,E01003,Hire,2024-04-11,
EVT-HIRE-E01004,E01004,Hire,2020-05-21,
EVT-HIRE-E01005,E01005,Hire,2024-07-05,
EVT-HIRE-E01006,E01006,Hire,2022-12-14,
EVT-HIRE-E01007,E01007,Hire,2020-05-04,
EVT-HIRE-E01008,E01008,Hire,2025-11-10,
EVT-HIRE-E01009,E01009,Hire,2021-02-24,
EVT-HIRE-E01010,E01010,Hire,2025-11-26,
EVT-EXIT-E01010,E01010,Exit,2025-12-11,Resigned
EVT-HIRE-E01011,E01011,Hire,2025-11-20,
EVT-HIRE-E01012,E01012,Hire,2020-05-11,
EVT-HIRE-E01013,E01013,Hire,2020-06-05,
EVT-HIRE-E01014,E01014,Hire,2023-09-13,
EVT-HIRE-E01015,E01015,Hire,2024-05-08,
EVT-HIRE-E01016,E01016,Hire,2024-08-02,
EVT-HIRE-E01017,E01017,Hire,2023-09-13,
EVT-HIRE-E01018,E01018,Hire,2023-05-17,
EVT-HIRE-E01019,E01019,Hire,2024-10-07,
EVT-HIRE-E01020,E01020,Hire,2022-02-10,
EVT-HIRE-E01021,E01021,Hire,2025-06-28,
EVT-EXIT-E01021,E01021,Exit,2025-10-03,Resigned
EVT-HIRE-E01022,E01022,Hire,2021-11-05,
EVT-HIRE-E01023,E01023,Hire,2024-06-29,
EVT-HIRE-E01024,E01024,Hire,2020-04-09,
EVT-HIRE-E01025,E01025,Hire,2025-09-03,
EVT-HIRE-E01026,E01026,Hire,2022-08-17,
EVT-HIRE-E01027,E01027,Hire,2025-09-14,
EVT-HIRE-E01028,E01028,Hire,2020-03-04,
EVT-HIRE-E01029,E01029,Hire,2020-08-26,
EVT-HIRE-E01030,E01030,Hire,2025-02-04,
EVT-HIRE-E01031,E01031,Hire,2023-11-11,
EVT-EXIT-E01031,E01031,Exit,2024-01-22,Retirement
EVT-HIRE-E01032,E01032,Hire,2025-07-24,
EVT-HIRE-E01033,E01033,Hire,2025-05-07,
EVT-HIRE-E01034,E01034,Hire,2023-11-21,
EVT-HIRE-E01035,E01035,Hire,2023-11-14,
EVT-HIRE-E01036,E01036,Hire,2021-09-06,
EVT-HIRE-E01037,E01037,Hire,2025-06-07,
EVT-EXIT-E01037,E01037,Exit,2025-08-27,Retirement
EVT-HIRE-E01038,E01038,Hire,2025-11-28,
EVT-HIRE-E01039,E01039,Hire,2023-07-06,
EVT-HIRE-E01040,E01040,Hire,2021-11-13,
EVT-HIRE-E01041,E01041,Hire,2020-02-07,
EVT-HIRE-E01042,E01042,Hire,2023-04-15,
EVT-HIRE-E01043,E01043,Hire,2020-09-02,
EVT-HIRE-E01044,E01044,Hire,2021-03-30,
EVT-HIRE-E01045,E01045,Hire,2023-12-15,
EVT-EXIT-E01045,E01045,Exit,2024-02-18,Resigned
EVT-HIRE-E01046,E01046,Hire,2023-01-18,
EVT-HIRE-E01047,E01047,Hire,2025-02-14,
EVT-EXIT-E01047,E01047,Exit,2025-07-09,Resigned
EVT-HIRE-E01048,E01048,Hire,2020-11-02,
EVT-HIRE-E01049,E01049,Hire,2020-07-16,
EVT-HIRE-E01050,E01050,Hire,2025-09-30,
EVT-HIRE-E01051,E01051,Hire,2023-03-26,
EVT-HIRE-E01052,E01052,Hire,2023-02-25,
EVT-HIRE-E01053,E01053,Hire,2025-09-16,
EVT-HIRE-E01054,E01054,Hire,2023-11-20,
EVT-HIRE-E01055,E01055,Hire,2023-12-04,
EVT-HIRE-E01056,E01056,Hire,2020-07-07,
EVT-HIRE-E01057,E01057,Hire,2022-08-08,
EVT-HIRE-E01058,E01058,Hire,2024-11-03,
EVT-HIRE-E01059,E01059,Hire,2024-02-19,
EVT-HIRE-E01060,E01060,Hire,2025-09-10,
EVT-HIRE-E01061,E01061,Hire,2020-11-30,
EVT-HIRE-E01062,E01062,Hire,2025-10-23,
EVT-HIRE-E01063,E01063,Hire,2024-02-18,
EVT-HIRE-E01064,E01064,Hire,2022-09-13,
EVT-HIRE-E01065,E01065,Hire,2021-01-30,
EVT-HIRE-E01066,E01066,Hire,2020-03-22,
EVT-HIRE-E01067,E01067,Hire,2024-04-12,
EVT-HIRE-E01068,E01068,Hire,2022-03-22,
EVT-EXIT-E01068,E01068,Exit,2022-06-20,Layoff
EVT-HIRE-E01069,E01069,Hire,2024-03-24,
EVT-HIRE-E01070,E01070,Hire,2022-07-13,
EVT-HIRE-E01071,E01071,Hire,2021-11-27,
EVT-HIRE-E01072,E01072,Hire,2024-04-15,
EVT-HIRE-E01073,E01073,Hire,2023-04-22,
EVT-HIRE-E01074,E01074,Hire,2021-09-20,
EVT-HIRE-E01075,E01075,Hire,2021-08-10,
EVT-HIRE-E01076,E01076,Hire,2023-12-25,
EVT-EXIT-E01076,E01076,Exit,2024-03-19,Resigned
EVT-HIRE-E01077,E01077,Hire,2023-04-20,
EVT-EXIT-E01077,E01077,Exit,2023-07-23,Resigned
EVT-HIRE-E01078,E01078,Hire,2020-07-22,
EVT-EXIT-E01078,E01078,Exit,2020-12-08,Resigned
EVT-HIRE-E01079,E01079,Hire,2021-02-04,
EVT-EXIT-E01079,E01079,Exit,2021-04-05,Relocation
EVT-HIRE-E01080,E01080,Hire,2022-11-06,
EVT-HIRE-E01081,E01081,Hire,2021-06-26,
EVT-HIRE-E01082,E01082,Hire,2025-07-10,
EVT-HIRE-E01083,E01083,Hire,2025-11-16,
EVT-HIRE-E01084,E01084,Hire,2021-12-14,
EVT-HIRE-E01085,E01085,Hire,2025-04-25,
EVT-EXIT-E01085,E01085,Exit,2025-06-22,Retirement
EVT-HIRE-E01086,E01086,Hire,2021-12-02,
EVT-EXIT-E01086,E01086,Exit,2022-04-07,Resigned
EVT-HIRE-E01087,E01087,Hire,2021-01-01,
EVT-HIRE-E01088,E01088,Hire,2022-12-31,
EVT-HIRE-E01089,E01089,Hire,2020-08-22,
EVT-HIRE-E01090,E01090,Hire,2023-10-03,
EVT-HIRE-E01091,E01091,Hire,2025-07-20,
EVT-EXIT-E01091,E01091,Exit,2025-08-27,Resigned
EVT-HIRE-E01092,E01092,Hire,2021-05-30,
EVT-HIRE-E01093,E01093,Hire,2023-05-19,
EVT-HIRE-E01094,E01094,Hire,2024-11-26,
EVT-HIRE-E01095,E01095,Hire,2021-11-04,
EVT-HIRE-E01096,E01096,Hire,2020-12-21,
EVT-HIRE-E01097,E01097,Hire,2021-06-13,
EVT-HIRE-E01098,E01098,Hire,2023-11-01,
EVT-HIRE-E01099,E01099,Hire,2023-02-09,
EVT-EXIT-E01099,E01099,Exit,2023-05-12,Resigned
EVT-HIRE-E01100,E01100,Hire,2021-04-01,
EVT-HIRE-E01101,E01101,Hire,2024-06-09,
EVT-HIRE-E01102,E01102,Hire,2023-04-01,
EVT-HIRE-E01103,E01103,Hire,2023-01-05,
EVT-HIRE-E01104,E01104,Hire,2022-03-09,
EVT-EXIT-E01104,E01104,Exit,2022-06-20,Resigned
EVT-HIRE-E01105,E01105,Hire,2022-09-15,
EVT-HIRE-E01106,E01106,Hire,2024-01-04,
EVT-HIRE-E01107,E01107,Hire,2025-05-20,
EVT-HIRE-E01108,E01108,Hire,2020-12-09,
EVT-EXIT-E01108,E01108,Exit,2021-04-07,Resigned
EVT-HIRE-E01109,E01109,Hire,2023-05-22,
EVT-HIRE-E01110,E01110,Hire,2020-10-13,
EVT-HIRE-E01111,E01111,Hire,2021-04-11,
EVT-HIRE-E01112,E01112,Hire,2022-02-01,
EVT-HIRE-E01113,E01113,Hire,2020-05-23,
EVT-HIRE-E01114,E01114,Hire,2020-06-30,
EVT-HIRE-E01115,E01115,Hire,2024-11-06,
EVT-EXIT-E01115,E01115,Exit,2025-03-17,Performance / Termination
EVT-HIRE-E01116,E01116,Hire,2022-12-31,
EVT-HIRE-E01117,E01117,Hire,2023-09-19,
EVT-HIRE-E01118,E01118,Hire,2023-03-06,
EVT-HIRE-E01119,E01119,Hire,2025-01-01,
EVT-EXIT-E01119,E01119,Exit,2025-02-02,Resigned
EVT-HIRE-E01120,E01120,Hire,2025-05-02,
EVT-HIRE-E01121,E01121,Hire,2022-05-10,
EVT-EXIT-E01121,E01121,Exit,2022-07-22,Performance / Termination
EVT-HIRE-E01122,E01122,Hire,2023-09-05,
EVT-HIRE-E01123,E01123,Hire,2022-11-29,
EVT-HIRE-E01124,E01124,Hire,2024-07-23,
EVT-HIRE-E01125,E01125,Hire,2023-11-05,
EVT-HIRE-E01126,E01126,Hire,2023-03-14,
EVT-HIRE-E01127,E01127,Hire,2025-01-18,
EVT-EXIT-E01127,E01127,Exit,2025-04-26,Performance / Termination
EVT-HIRE-E01128,E01128,Hire,2022-09-22,
EVT-HIRE-E01129,E01129,Hire,2022-12-21,
EVT-EXIT-E01129,E01129,Exit,2023-01-24,Retirement
EVT-HIRE-E01130,E01130,Hire,2025-04-01,
EVT-HIRE-E01131,E01131,Hire,2025-02-12,
EVT-HIRE-E01132,E01132,Hire,2025-04-10,
EVT-EXIT-E01132,E01132,Exit,2025-06-02,Resigned
EVT-HIRE-E01133,E01133,Hire,2022-09-13,
EVT-HIRE-E01134,E01134,Hire,2025-09-06,
EVT-HIRE-E01135,E01135,Hire,2021-09-30,
EVT-HIRE-E01136,E01136,Hire,2024-03-08,
EVT-HIRE-E01137,E01137,Hire,2022-08-30,
EVT-HIRE-E01138,E01138,Hire,2025-08-22,
EVT-HIRE-E01139,E01139,Hire,2020-03-17,
EVT-HIRE-E01140,E01140,Hire,2023-07-01,
EVT-EXIT-E01140,E01140,Exit,2023-09-10,Retirement
EVT-HIRE-E01141,E01141,Hire,2023-10-31,
EVT-HIRE-E01142,E01142,Hire,2020-02-17,
EVT-HIRE-E01143,E01143,Hire,2024-06-28,
EVT-HIRE-E01144,E01144,Hire,2022-06-03,
EVT-HIRE-E01145,E01145,Hire,2021-01-07,
EVT-HIRE-E01146,E01146,Hire,2025-05-20,
EVT-HIRE-E01147,E01147,Hire,2021-11-02,
EVT-EXIT-E01147,E01147,Exit,2022-01-13,Resigned
EVT-HIRE-E01148,E01148,Hire,2023-04-09,
EVT-HIRE-E01149,E01149,Hire,2020-12-21,
EVT-EXIT-E01149,E01149,Exit,2021-02-19,Retirement
EVT-HIRE-E01150,E01150,Hire,2021-10-14,
EVT-HIRE-E01151,E01151,Hire,2024-05-22,
EVT-HIRE-E01152,E01152,Hire,2021-06-22,
EVT-HIRE-E01153,E01153,Hire,2023-06-03,
EVT-EXIT-E01153,E01153,Exit,2023-10-27,Layoff
EVT-HIRE-E01154,E01154,Hire,2022-03-17,
EVT-EXIT-E01154,E01154,Exit,2022-05-13,Resigned
EVT-HIRE-E01155,E01155,Hire,2023-09-05,
EVT-HIRE-E01156,E01156,Hire,2020-12-12,
EVT-HIRE-E01157,E01157,Hire,2020-04-14,
EVT-EXIT-E01157,E01157,Exit,2020-06-29,Resigned
EVT-HIRE-E01158,E01158,Hire,2025-05-18,
EVT-HIRE-E01159,E01159,Hire,2025-03-03,
EVT-HIRE-E01160,E01160,Hire,2024-07-29,
EVT-HIRE-E01161,E01161,Hire,2023-02-02,
EVT-EXIT-E01161,E01161,Exit,2023-04-25,Resigned
EVT-HIRE-E01162,E01162,Hire,2021-09-09,
EVT-EXIT-E01162,E01162,Exit,2021-10-29,Resigned
EVT-HIRE-E01163,E01163,Hire,2022-05-11,
EVT-HIRE-E01164,E01164,Hire,2022-02-27,
EVT-HIRE-E01165,E01165,Hire,2021-10-15,
EVT-HIRE-E01166,E01166,Hire,2022-05-05,
EVT-HIRE-E01167,E01167,Hire,2022-09-20,
EVT-EXIT-E01167,E01167,Exit,2023-01-20,Resigned
EVT-HIRE-E01168,E01168,Hire,2024-03-16,
EVT-HIRE-E01169,E01169,Hire,2023-08-30,
EVT-EXIT-E01169,E01169,Exit,2024-01-11,Resigned
EVT-HIRE-E01170,E01170,Hire,2024-09-04,
EVT-HIRE-E01171,E01171,Hire,2025-09-22,
EVT-EXIT-E01171,E01171,Exit,2025-12-16,Resigned
