EmployeeID,Gender,Age,MaritalStatus,Education,Department,JobRole,JobLevel,OfficeLocation,EmploymentType,HireDate,ExitDate,IsActive,ExitReason,SalaryAnnual,BonusPct,PerformanceRating,SatisfactionScore,TenureMonths,AbsenteeDays
E01568,Male,29,Married,Bachelor,Customer Support,Support Lead,2,Bengaluru,Full-Time,2025-06-28,,True,,72000,20,3,3,6,7
E02123,Male,32,Married,High School,Sales,Account Executive,4,Bengaluru,Full-Time,2023-01-14,,True,,128500,0,3,6,36,0
E01159,Female,39,Single,Bachelor,IT,DevOps Engineer,5,Hyderabad,Full-Time,2025-03-03,,True,,182000,5,4,6,10,14
E00065,Male,33,Single,Bachelor,Operations,Logistics Coordinator,4,Remote,Full-Time,2023-01-26,,True,,99000,0,3,6,35,0
E02893,Male,28,Married,Master,IT,Data Analyst,1,Delhi,Full-Time,2024-01-07,,True,,133500,5,3,9,24,5
E02400,Female,28,Married,High School,Operations,Logistics Coordinator,1,Delhi,Full-Time,2025-11-26,,True,,61500,0,5,6,1,10
E00266,Male,28,Married,PhD,Marketing,Content Writer,1,Chennai,Full-Time,2022-03-25,,True,,61000,0,3,8,45,0
E01483,Male,37,Married,Master,Sales,Sales Executive,5,Hyderabad,Full-Time,2024-01-04,2024-02-05,False,Retirement,140000,5,3,2,1,0
E00272,Male,32,Single,PhD,Customer Support,Support Agent,2,Hyderabad,Part-Time,2025-08-12,,True,,52500,5,2,7,4,3
E02388,Female,28,Married,High School,Sales,Account Executive,2,Delhi,Part-Time,2023-12-02,,True,,98500,0,5,5,25,16
E00192,Male,34,Married,PhD,Sales,Account Executive,1,Mumbai,Full-Time,2022-09-27,,True,,64500,20,5,7,39,13
E02347,Male,28,Married,Bachelor,Research & Development,Data Scientist,1,Delhi,Part-Time,2021-08-16,,True,,108500,5,3,6,53,7
E02289,Female,30,Married,Diploma,Customer Support,Escalation Specialist,1,Chennai,Full-Time,2023-07-20,,True,,41500,0,3,6,29,11
E00080,Male,38,Married,Diploma,IT,Software Engineer,4,Delhi,Contract,2020-11-15,,True,,177000,0,4,8,62,10
E01963,Female,32,Married,Diploma,Human Resources,HR Generalist,4,Bengaluru,Full-Time,2024-07-31,,True,,88000,0,4,5,17,2
E01277,Female,35,Divorced,Diploma,Research & Development,Product Engineer,3,Hyderabad,Full-Time,2021-01-04,,True,,,10,3,5,60,2
E00343,Female,35,Married,Bachelor,Research & Development,Research Scientist,3,Remote,Full-Time,2024-04-24,,True,,193000,0,5,8,20,1
E01691,Female,26,Single,Bachelor,Customer Support,Support Lead,1,Remote,Full-Time,2020-12-26,,True,,63500,0,3,5,61,5
E01008,Female,38,Married,Diploma,Operations,Operations Analyst,3,Bengaluru,Full-Time,2025-11-10,,True,,78500,10,3,5,1,6
E02319,Male,34,Married,Bachelor,Sales,Account Executive,3,Remote,Full-Time,2020-08-25,2020-09-26,False,Resigned,123500,5,3,8,1,3
E02723,Unknown,29,Single,Master,,Quality Analyst,1,Chennai,Contract,2023-12-17,,True,,75500,0,4,4,24,7
E00231,Male,30,Married,High School,Finance,Financial Analyst,4,Bengaluru,Full-Time,2024-04-27,,True,,122500,0,5,7,20,0
E01769,Male,28,Married,Diploma,Research & Development,Research Scientist,3,Delhi,Full-Time,2024-05-04,,True,,122000,10,3,7,20,0
E00880,Male,39,Married,High School,Human Resources,HR Analyst,5,Mumbai,Full-Time,2024-07-28,,True,,103500,0,3,6,17,14
E02688,Male,34,Married,High School,Operations,Operations Analyst,6,Chennai,Full-Time,2022-11-21,,True,,142000,10,4,7,37,14
E00879,Male,29,Married,Bachelor,IT,Data Analyst,2,Remote,Full-Time,2024-07-28,,True,,157000,0,3,6,17,7
E01823,Male,32,Married,Bachelor,Sales,Account Executive,2,Hyderabad,Full-Time,2023-06-25,,True,,68500,10,4,7,30,2
E02527,Male,38,Married,PhD,Human Resources,HR Analyst,6,Chennai,Full-Time,2021-11-08,,True,,103500,0,3,5,50,15
E00431,Female,24,Single,High School,Sales,Business Development,1,Bengaluru,Full-Time,2021-08-25,,True,,60500,0,5,4,52,0
E02664,Male,39,Married,Master,IT,Software Engineer,5,Mumbai,Full-Time,2020-09-16,,True,,223500,0,4,3,64,4
E01212,Female,32,Married,PhD,Customer Support,Escalation Specialist,1,Hyderabad,Full-Time,2024-06-04,,True,,67000,0,3,9,19,5
E02250,Male,36,Married,Master,Finance,Accountant,2,Chennai,Full-Time,2021-01-28,,True,,98000,10,4,9,59,4
E02900,Female,30,Married,PhD,Human Resources,HR Analyst,3,Hyderabad,Full-Time,2024-05-16,,True,,91500,0,5,7,19,5
E01636,Female,27,Single,High School,Sales,Account Executive,3,Remote,Full-Time,2024-07-27,,True,,106500,0,2,8,17,3
E01019,Male,37,Married,PhD,Finance,Financial Analyst,3,Delhi,Full-Time,2024-10-07,,True,,124000,15,3,4,15,6
E01185,Male,38,Single,Master,Customer Support,Support Agent,6,Chennai,Part-Time,2020-01-06,,True,,84500,10,4,3,72,7
E02519,Male,35,Single,PhD,Customer Support,Support Lead,4,Hyderabad,Full-Time,2021-05-10,2021-07-22,False,Resigned,105000,0,4,8,2,8
E01812,Female,37,Married,Bachelor,Sales,Account Executive,3,Chennai,Full-Time,2025-04-20,2025-07-13,False,Retirement,126000,0,4,6,2,3
E02405,Female,44,Married,High School,Operations,Operations Analyst,6,Mumbai,Full-Time,2021-08-01,,True,,134000,0,5,5,53,1
E01041,Female,34,Married,High School,Human Resources,Recruiter,3,Delhi,Full-Time,2020-02-07,,True,,94000,10,3,8,71,11
E01944,male,32,Married,Diploma,Customer Support,Escalation Specialist,2,Delhi,Full-Time,2025-12-17,,True,,74000,0,4,4,1,4
E02300,Unknown,28,Single,PhD,Customer Support,Support Agent,1,Delhi,Full-Time,2022-04-06,2022-08-02,False,Resigned,57500,10,3,2,3,0
E02707,Female,30,Married,Master,Operations,Operations Analyst,1,Remote,Part-Time,2023-04-07,,True,,60500,5,3,10,33,3
E00048,Male,28,Single,Diploma,Research & Development,Product Engineer,3,Remote,Part-Time,2024-12-09,,True,,152000,10,5,6,12,9
E02073,Male,25,Married,Master,Human Resources,HR Analyst,1,Delhi,Full-Time,2025-03-31,2025-05-12,False,Resigned,999999,0,3,5,1,7
E01867,Male,40,Married,PhD,Human Resources,HR Analyst,4,Chennai,Full-Time,2021-10-01,,True,,108000,0,3,5,51,2
E01123,Female,38,Married,Bachelor,Finance,Financial Analyst,7,Hyderabad,Part-Time,2022-11-29,,True,,158000,15,3,8,37,5
E02577,Female,36,Married,Master,Research & Development,Research Scientist,2,Remote,Full-Time,2022-05-06,,True,,118000,5,3,7,44,7
E02745,Male,42,Single,High School,Customer Support,Support Lead,5,Mumbai,Full-Time,2024-08-28,,True,,71500,20,3,4,16,6
E01811,Male,34,Single,Master,Customer Support,Support Lead,2,Delhi,Full-Time,2021-09-19,,True,,53000,0,4,6,52,0
E02744,Female,36,Married,Diploma,Sales,Account Executive,4,Chennai,Full-Time,2025-05-18,,True,,143000,5,3,9,7,6
E02411,Female,26,Single,Master,Customer Support,Support Lead,1,Bengaluru,Full-Time,2023-01-13,,True,,49000,5,5,8,36,4
E02956,Female,32,Married,High School,Sales,Account Executive,5,Mumbai,Full-Time,2020-02-10,,True,,148000,10,2,6,71,0
E01334,male,25,Married,PhD,Human Resources,HR Generalist,2,Delhi,Full-Time,2023-11-05,,True,,74000,0,3,4,26,8
E00860,Female,28,Married,Bachelor,Customer Support,Support Agent,1,Hyderabad,Full-Time,2024-03-10,,True,,56000,10,4,6,22,3
E00075,Male,36,Married,Bachelor,Customer Support,Support Agent,3,Delhi,Full-Time,2024-08-08,,True,,63000,10,3,4,17,9
E02621,Female,29,Married,Diploma,Customer Support,Support Lead,1,Hyderabad,Full-Time,2020-02-22,,True,,45000,10,3,5,71,7
E00937,Male,33,Single,High School,Sales,Sales Executive,6,Mumbai,Contract,2021-01-26,,True,,162500,0,5,6,60,7
E00533,Female,28,Married,Bachelor,Customer Support,Escalation Specialist,3,Mumbai,Full-Time,2020-05-07,,True,,87000,0,4,6,68,0
E02278,Male,33,Single,Diploma,Operations,Quality Analyst,1,Delhi,Contract,2022-01-26,2022-04-22,False,Layoff,68500,5,3,7,2,3
E00633,Female,34,Divorced,High School,Operations,Logistics Coordinator,4,Bengaluru,Full-Time,2022-01-20,2022-06-19,False,Performance / Termination,115500,15,4,3,5,4
E01876,female,32,Married,Diploma,Finance,Accountant,2,Remote,Full-Time,2025-02-26,,True,,75000,20,5,4,10,1
E00567,Female,29,Married,Master,Finance,Accountant,2,Chennai,Full-Time,2023-03-13,,True,,74500,10,4,4,34,0
E02040,Female,36,Single,PhD,Finance,Credit Analyst,3,Delhi,Full-Time,2024-10-05,2024-12-08,False,Relocation,85000,0,3,8,2,16
E01723,Female,30,Married,High School,Customer Support,Support Lead,1,Hyderabad,Full-Time,2025-09-09,2025-12-01,False,Resigned,66500,10,4,5,2,6
E02819,Male,39,Married,Diploma,Finance,Accountant,6,Hyderabad,Full-Time,2021-09-25,2022-02-12,False,Retirement,155500,0,4,6,4,9
E00299,Female,37,Married,High School,Operations,Operations Analyst,5,Delhi,Part-Time,2021-08-10,,True,,124500,5,4,6,53,7
E01311,Male,27,Single,PhD,Research & Development,Data Scientist,1,Bengaluru,Full-Time,2023-09-17,,True,,156000,5,4,3,27,0
E00897,Female,25,Married,Master,Customer Support,Support Lead,1,Hyderabad,Full-Time,2022-03-14,,True,,46500,15,4,5,46,13
E01072,Male,31,Married,High School,IT,DevOps Engineer,2,Bengaluru,Full-Time,2024-04-15,,True,,96000,5,5,9,20,7
E01503,Male,31,Married,Diploma,IT,IT Support,3,Delhi,Part-Time,2023-06-26,,True,,120500,15,3,6,30,11
E00715,Male,32,Single,High School,Operations,Logistics Coordinator,3,Bengaluru,Contract,2020-08-29,2020-10-27,False,Retirement,94000,0,3,3,1,1
E02752,male,34,Single,PhD,Marketing,SEO Specialist,6,Mumbai,Full-Time,2023-06-01,,True,,106500,10,3,6,31,8
E02500,Female,36,Divorced,Bachelor,Customer Support,Support Lead,3,Chennai,Full-Time,2021-11-08,,True,,72500,10,3,5,50,7
E01378,Male,25,Single,High School,Operations,Quality Analyst,1,Chennai,Full-Time,2020-10-06,,True,,64500,10,3,6,63,7
E02551,Female,210,Married,High School,Human Resources,HR Generalist,3,Chennai,Full-Time,2022-04-28,,True,,88000,0,3,5,44,0
E00243,Female,37,Married,High School,Operations,Logistics Coordinator,4,Hyderabad,Full-Time,2022-06-17,,True,,88000,15,3,7,43,2
E01448,Male,25,Married,Bachelor,Human Resources,HR Analyst,1,Mumbai,Full-Time,2022-08-23,,True,,68500,0,5,5,40,0
E02870,Male,32,Married,High School,Research & Development,Product Engineer,2,Chennai,Full-Time,2024-08-22,,True,,178500,10,5,8,16,0
E00736,Female,30,Single,PhD,Customer Support,Support Lead,2,Bengaluru,Full-Time,2020-08-05,,True,,58000,5,4,5,65,9
E01403,Unknown,38,Single,PhD,Operations,Logistics Coordinator,3,Remote,Full-Time,2022-08-24,,True,,81500,20,4,7,40,4
E01438,Male,33,Single,Bachelor,Human Resources,HR Generalist,1,Mumbai,Contract,2022-06-07,2022-09-07,False,Retirement,64500,15,4,4,3,10
E01532,Male,28,Single,Diploma,Finance,Accountant,1,Bengaluru,Full-Time,2021-08-24,,True,,77500,0,3,4,53,4
E02820,Female,32,Married,High School,Sales,Account Executive,2,Remote,Full-Time,2025-08-27,,True,,72000,5,5,8,4,1
E00122,Male,35,Married,PhD,Customer Support,Support Lead,7,Mumbai,Full-Time,2021-06-06,,True,,82500,10,4,4,55,11
E01124,Male,40,Married,Diploma,Operations,Quality Analyst,4,Chennai,Full-Time,2024-07-23,,True,,112500,0,4,10,17,11
E01681,Male,25,Single,Diploma,Finance,Accountant,1,Mumbai,Part-Time,2024-03-02,,True,,75000,0,4,7,22,6
E00833,Female,23,Married,PhD,Sales,Account Executive,1,Mumbai,Full-Time,2023-02-25,,True,,106500,0,5,7,34,10
E00338,Male,29,Married,High School,Marketing,SEO Specialist,3,Bengaluru,Full-Time,2023-02-18,,True,,68500,10,4,2,34,1
E00133,Unknown,37,Married,Bachelor,Sales,Sales Executive,3,Bengaluru,Full-Time,2025-09-26,,True,,77500,0,4,8,3,3
E02725,male,29,Married,Diploma,Sales,Sales Executive,3,Chennai,Full-Time,2025-02-02,,True,,91000,10,3,4,11,3
E00507,Female,31,Married,Master,Customer Support,Escalation Specialist,2,Chennai,Full-Time,2024-01-18,2024-04-01,False,Relocation,69000,15,4,6,2,0
E02272,Female,39,Married,Diploma,Marketing,Marketing Analyst,7,Hyderabad,Full-Time,2021-12-27,,True,,122500,0,4,6,48,7
E02294,Male,30,Married,Diploma,Research & Development,Data Scientist,1,Mumbai,Full-Time,2021-02-25,,True,,116000,15,4,5,59,12
E00739,Male,28,Married,Master,Sales,Sales Executive,2,Remote,Full-Time,2024-10-28,2025-02-05,False,Resigned,94000,5,4,7,3,0
E00149,Male,34,Married,Diploma,Research & Development,Data Scientist,4,Remote,Full-Time,2025-09-06,,True,,172500,15,4,7,3,7
E02065,Female,45,Married,Diploma,Finance,Accountant,7,Mumbai,Full-Time,2020-11-04,,True,,162500,0,4,7,62,7
E00175,Female,35,Married,Master,Customer Support,Support Agent,6,Hyderabad,Full-Time,2024-08-28,,True,,96500,5,2,7,16,0
E00439,Male,27,Single,High School,Customer Support,Escalation Specialist,3,Hyderabad,Full-Time,2024-01-18,,True,,94500,0,2,6,23,5
E00521,Male,38,Single,Master,Operations,Operations Analyst,3,Bengaluru,Full-Time,2021-03-08,,True,,100500,0,4,6,58,8
E00950,Male,42,Married,PhD,IT,IT Support,5,Remote,Full-Time,2020-08-19,,True,,157000,0,4,6,65,3
E02862,Female,27,Single,Master,Customer Support,Support Agent,3,Delhi,Full-Time,2021-03-01,2021-06-18,False,Resigned,86500,15,3,7,3,0
E00769,Male,30,Single,High School,Finance,Accountant,3,Bengaluru,Full-Time,2021-08-24,,True,,127500,0,4,7,53,13
E01496,Male,42,Married,Diploma,IT,IT Support,7,Hyderabad,Full-Time,2021-04-01,,True,,206500,10,4,6,57,2
E00416,Female,25,Divorced,High School,Operations,Logistics Coordinator,1,Remote,Full-Time,2020-09-12,,True,,81000,5,5,6,64,0
E01104,Male,41,Married,Bachelor,Customer Support,Support Agent,5,Chennai,Full-Time,2022-03-09,2022-06-20,False,Resigned,69000,20,4,10,3,3
E01089,Female,28,Divorced,Master,IT,DevOps Engineer,2,Hyderabad,Full-Time,2020-08-22,,True,,126500,5,3,7,65,2
E01156,Female,31,Single,High School,Research & Development,Research Scientist,1,Chennai,Full-Time,2020-12-12,,True,,109000,0,2,7,61,1
E01439,Male,31,Married,Master,IT,Software Engineer,2,Bengaluru,Contract,2024-02-01,,True,,139500,0,3,3,23,14
E00078,Male,36,Married,Master,Sales,Account Executive,3,Delhi,Full-Time,2024-10-29,,True,,125500,10,3,8,14,6
E01979,Male,38,Married,PhD,Operations,Quality Analyst,4,Bengaluru,Part-Time,2023-12-17,,True,,108000,0,4,7,24,0
E02165,Male,32,Single,Master,IT,DevOps Engineer,2,Delhi,Full-Time,2021-11-26,,True,,147000,5,5,9,49,0
E02927,Female,30,Single,High School,Operations,Quality Analyst,2,Mumbai,Full-Time,2022-02-19,,True,,95000,15,3,5,47,0
E01138,Female,250,Married,Diploma,IT,Data Analyst,1,Mumbai,Full-Time,2025-08-22,,True,,123500,5,3,6,4,5
E02697,Female,29,Single,Diploma,Sales,Business Development,1,Mumbai,Full-Time,2024-07-01,,True,,101000,5,3,7,18,4
E01819,Male,28,Married,PhD,Sales,Business Development,3,Hyderabad,Full-Time,2023-05-28,2023-06-29,False,Layoff,134000,10,5,6,1,13
E01852,Male,41,Married,Diploma,Sales,Sales Executive,5,Mumbai,Full-Time,2023-09-18,,True,,115500,10,4,7,27,9
E00702,Male,36,Married,Diploma,Research & Development,Product Engineer,3,Remote,Full-Time,2020-09-26,2021-02-05,False,Resigned,202000,10,4,7,4,0
E00220,Male,30,Single,Bachelor,IT,DevOps Engineer,3,Delhi,Full-Time,2024-01-18,,True,,145500,15,3,5,23,4
E00555,Female,32,Single,Master,Customer Support,Support Lead,2,Hyderabad,Full-Time,2023-05-10,,True,,68000,10,5,6,32,0
E00222,Female,24,Married,Bachelor,Finance,Accountant,1,Remote,Full-Time,2023-01-02,,True,,93000,0,2,6,36,8
E00330,Male,41,Single,Master,Sales,Sales Executive,7,Chennai,Full-Time,2022-04-22,,True,,197000,10,3,4,44,2
E01547,Female,43,Married,PhD,Research & Development,Product Engineer,6,Bengaluru,Full-Time,2023-06-28,,True,,174500,10,3,7,30,9
E00527,Male,33,Married,Bachelor,Operations,Logistics Coordinator,1,Delhi,Full-Time,2022-11-23,,True,,57000,10,3,5,37,16
E00661,Unknown,44,Married,Master,Human Resources,Recruiter,7,Mumbai,Part-Time,2021-08-15,,True,,115500,0,5,6,53,8
E01143,Female,38,Single,High School,Operations,Operations Analyst,5,Chennai,Full-Time,2024-06-28,,True,,133500,20,1,3,18,18
E00557,Male,36,Married,PhD,Finance,Credit Analyst,3,Bengaluru,Contract,2025-07-14,,True,,122000,5,4,7,5,6
E02412,Male,44,Married,High School,Finance,Financial Analyst,6,Remote,Full-Time,2023-02-23,,True,,137000,20,3,10,34,3
E02423,Unknown,25,Married,Diploma,IT,DevOps Engineer,2,Delhi,Full-Time,2024-08-22,,True,,133000,0,4,8,16,1
E01747,Female,38,Single,Master,Sales,Sales Executive,4,Bengaluru,Full-Time,2023-04-19,,True,,139500,0,4,5,32,5
E01273,Male,35,Married,Diploma,Customer Support,Escalation Specialist,3,Delhi,Full-Time,2025-09-12,2025-12-30,False,Layoff,66500,0,4,5,3,1
E00389,Female,25,Divorced,High School,Customer Support,Support Lead,1,Hyderabad,Full-Time,2024-12-06,2025-01-17,False,Resigned,62000,15,3,8,1,5
E02016,Female,38,Married,Master,,HR Analyst,3,Bengaluru,Full-Time,2021-11-27,,True,,106500,0,2,8,49,8
E00375,Female,46,Single,Diploma,IT,IT Support,7,Hyderabad,Full-Time,2023-09-17,,True,,278000,0,3,5,27,11
E01833,Male,31,Married,Diploma,Customer Support,Support Lead,3,Delhi,Full-Time,2022-10-20,2022-12-10,False,Resigned,72500,10,5,7,1,12
E01222,Female,30,Single,Bachelor,Sales,Sales Executive,3,Delhi,Full-Time,2023-10-06,,True,,96500,5,4,4,27,6
E02141,Female,35,Single,High School,Finance,Financial Analyst,6,Delhi,Full-Time,2020-08-23,,True,,140000,5,4,7,65,12
E02568,Unknown,31,Married,PhD,Sales,Account Executive,2,Chennai,Full-Time,2024-08-04,,True,,82000,0,5,7,17,9
E02310,Male,33,Married,Master,Customer Support,Escalation Specialist,1,Delhi,Full-Time,2022-04-04,2022-07-01,False,Retirement,45000,5,2,7,2,3
E02109,Male,33,Married,Diploma,Research & Development,Research Scientist,1,Chennai,Full-Time,2020-02-01,,True,,110000,10,3,7,72,1
E02428,Female,29,Single,High School,Operations,Quality Analyst,3,Bengaluru,Contract,2024-10-02,,True,,77000,10,5,6,15,11
E01046,male,23,Married,Master,Sales,Account Executive,1,Hyderabad,Full-Time,2023-01-18,,True,,65000,5,3,6,35,7
E02325,Female,27,Married,Diploma,Finance,Accountant,1,Remote,Full-Time,2025-11-09,,True,,86000,5,3,8,1,0
E02838,Male,41,Divorced,Master,Finance,Financial Analyst,5,Mumbai,Full-Time,2024-10-20,,True,,168500,15,3,4,14,13
E02153,Male,36,Married,Diploma,Finance,Financial Analyst,2,Mumbai,Full-Time,2024-02-26,,True,,104000,10,4,6,22,6
E01066,Female,30,Single,PhD,Sales,Business Development,3,Hyderabad,Part-Time,2020-03-22,,True,,86500,10,5,6,70,8
E01861,Male,34,Married,Bachelor,Marketing,SEO Specialist,1,Hyderabad,Full-Time,2021-09-11,,True,,52000,5,2,10,52,7
E00601,Male,27,Married,Diploma,Research & Development,Data Scientist,2,Hyderabad,Full-Time,2023-04-14,,True,,152500,0,3,7,33,0
E01171,Male,37,Single,High School,Customer Support,Support Agent,4,Delhi,Full-Time,2025-09-22,2025-12-16,False,Resigned,91000,5,4,8,2,0
E00682,Female,30,Married,Diploma,Executive,CFO,1,Hyderabad,Full-Time,2022-10-23,,True,,205000,0,4,7,38,9
E02356,Female,26,Married,High School,Research & Development,Research Scientist,2,Delhi,Full-Time,2023-04-18,,True,,108000,5,3,6,32,0
E01023,Male,33,Married,Bachelor,Research & Development,Research Scientist,2,Remote,Full-Time,2024-06-29,,True,,139500,10,3,6,18,6
E01569,Female,38,Single,Master,Research & Development,Product Engineer,4,Bengaluru,Full-Time,2023-12-01,,True,,170000,15,2,4,25,14
E01904,Female,29,Married,PhD,Research & Development,Research Scientist,2,Hyderabad,Part-Time,2024-12-01,2025-01-17,False,Layoff,148000,5,5,1,1,4
E01467,Female,32,Single,Bachelor,Operations,Quality Analyst,4,Remote,Full-Time,2025-01-13,,True,,134500,0,3,7,11,6
E00459,Male,25,Married,High School,IT,DevOps Engineer,2,Mumbai,Full-Time,2021-08-20,,True,,129500,5,4,1,53,6
E00082,Female,27,Married,Master,Human Resources,HR Generalist,2,Remote,Full-Time,2024-12-12,,True,,99000,0,3,8,12,2
E00361,Female,27,Single,Diploma,Human Resources,HR Analyst,2,Remote,Full-Time,2021-07-24,2021-10-09,False,Resigned,66500,5,4,4,2,12
E02842,Unknown,34,Married,Diploma,Customer Support,Escalation Specialist,6,Hyderabad,Full-Time,2024-06-30,2024-09-07,False,Resigned,123000,0,4,5,2,7
E02097,Female,32,Married,PhD,Sales,Sales Executive,3,Remote,Full-Time,2024-06-27,,True,,134000,10,3,6,18,4
E01618,Male,36,Single,Bachelor,Human Resources,HR Analyst,5,Chennai,Full-Time,2022-12-01,,True,,91500,5,2,6,37,6
E02092,Unknown,31,Divorced,Diploma,Operations,Quality Analyst,2,Delhi,Full-Time,2024-07-14,,True,,64000,5,2,5,17,11
E01193,Female,31,Married,PhD,Marketing,Content Writer,1,Mumbai,Contract,2022-04-22,,True,,87000,0,3,10,44,16
E00502,Male,32,Married,Master,Sales,Account Executive,2,Delhi,Full-Time,2024-06-25,,True,,103500,5,3,5,18,8
E00164,Female,29,Married,Diploma,Operations,Quality Analyst,1,Hyderabad,Full-Time,2020-04-18,,True,,,0,5,5,69,7
E00662,Female,34,Married,High School,IT,Data Analyst,2,Remote,Full-Time,2024-03-28,,True,,98000,10,3,5,21,0
E01228,Female,36,Married,Diploma,Research & Development,Product Engineer,4,Bengaluru,Full-Time,2022-10-15,,True,,230000,0,5,5,39,9
E02818,Male,30,Married,High School,Research & Development,Research Scientist,2,Bengaluru,Full-Time,2020-07-17,2020-12-12,False,Resigned,122500,15,4,8,4,18
E00359,Male,34,Single,Master,Operations,Logistics Coordinator,3,Bengaluru,Full-Time,2024-05-02,,True,,85500,0,3,6,20,0
E00423,Female,38,Married,Diploma,Finance,Accountant,4,Mumbai,Full-Time,2023-12-19,,True,,115000,15,4,6,24,20
E00176,Female,42,Divorced,High School,Sales,Sales Executive,6,Chennai,Full-Time,2024-10-14,,True,,150000,0,4,6,14,3
E01958,Male,23,Divorced,Diploma,Research & Development,Data Scientist,1,Bengaluru,Full-Time,2020-11-24,,True,,128000,5,4,5,62,0
E00780,Male,31,Married,Master,Finance,Financial Analyst,4,Remote,Contract,2024-09-23,2025-01-13,False,Resigned,130000,0,5,4,3,10
E02302,Female,31,Married,Diploma,Customer Support,Support Lead,1,Chennai,Full-Time,2024-05-03,,True,,51000,10,3,5,20,4
E01409,Female,34,Married,Bachelor,Finance,Accountant,2,Hyderabad,Full-Time,2024-09-22,,True,,122500,10,2,7,15,5
E02740,Male,40,Married,Master,Human Resources,Recruiter,7,Remote,Full-Time,2021-01-13,,True,,178500,5,3,5,60,0
E01081,Male,31,Married,Bachelor,Operations,Quality Analyst,3,Bengaluru,Full-Time,2021-06-26,,True,,77500,0,5,9,54,17
E02539,Male,36,Single,Bachelor,Operations,Operations Analyst,4,Hyderabad,Full-Time,2023-05-29,,True,,139500,0,3,6,31,3
E00761,Male,28,Married,PhD,Operations,Logistics Coordinator,1,Mumbai,Full-Time,2024-06-10,,True,,59500,0,3,3,18,0
E01474,Male,28,Married,High School,Executive,COO,2,Mumbai,Full-Time,2023-05-23,,True,,299500,0,4,7,31,7
E02084,Unknown,35,Married,Diploma,Operations,Logistics Coordinator,3,Delhi,Full-Time,2025-11-12,2025-11-27,False,Resigned,95000,0,3,5,1,6
E00282,Female,42,Married,Bachelor,Sales,Account Executive,7,Delhi,Full-Time,2025-04-27,,True,,198000,0,4,4,8,14
E02888,Female,34,Married,Bachelor,Finance,Financial Analyst,1,Remote,Full-Time,2025-11-25,2025-12-10,False,Resigned,98000,5,3,5,1,11
E00300,Female,44,Married,PhD,Human Resources,Recruiter,6,Bengaluru,Full-Time,2024-02-07,,True,,103500,5,4,6,23,9
E01420,Female,34,Married,Master,Operations,Quality Analyst,1,Bengaluru,Full-Time,2022-08-06,,True,,75000,0,3,5,41,2
E02678,Female,35,Married,Bachelor,Research & Development,Product Engineer,2,Bengaluru,Full-Time,2023-08-11,,True,,109000,0,4,5,29,0
E02425,Male,34,Single,Diploma,IT,DevOps Engineer,2,Mumbai,Full-Time,2024-02-21,,True,,118500,5,3,3,22,0
E02909,Female,29,Single,PhD,Operations,Operations Analyst,3,Mumbai,Full-Time,2025-03-29,,True,,123000,20,3,6,9,13
E00213,Male,35,Single,Diploma,Customer Support,Support Lead,2,Remote,Full-Time,2023-10-09,,True,,73500,15,3,7,27,0
E00369,Female,32,Single,PhD,Sales,Account Executive,4,Bengaluru,Full-Time,2022-09-06,,True,,94500,10,3,7,40,0
E00452,Female,39,Married,PhD,IT,IT Support,5,Chennai,Full-Time,2021-08-18,,True,,195000,5,4,7,53,3
E02700,Female,30,Married,Diploma,Marketing,SEO Specialist,1,Chennai,Full-Time,2022-10-28,,True,,80500,5,3,7,38,10
E00641,Male,40,Married,PhD,Operations,Operations Analyst,4,Mumbai,Full-Time,2025-11-03,,True,,121000,0,5,6,1,0
E00115,Male,33,Single,PhD,Finance,Financial Analyst,6,Mumbai,Full-Time,2024-05-03,,True,,125000,0,3,5,20,8
E00474,Female,31,Single,Master,Customer Support,Support Agent,4,Hyderabad,Full-Time,2025-06-08,,True,,82500,20,3,4,6,12
E00698,Male,31,Single,Bachelor,Sales,Business Development,1,Chennai,Full-Time,2023-12-01,2024-03-02,False,Relocation,93000,10,4,7,3,0
E01406,Male,34,Married,Diploma,Research & Development,Research Scientist,2,Delhi,Full-Time,2023-08-19,,True,,106000,0,3,6,28,8
E02152,Female,29,Married,PhD,Customer Support,Escalation Specialist,1,Hyderabad,Full-Time,2020-02-14,2020-06-27,False,Retirement,48000,0,1,6,4,8
E02913,Male,30,Single,PhD,IT,Data Analyst,2,Remote,Full-Time,2025-12-17,,True,,159000,0,4,7,1,5
E00263,Female,31,Single,Master,Human Resources,HR Analyst,1,Remote,Full-Time,2022-10-30,,True,,97000,20,5,5,38,5
E02541,Female,38,Married,Diploma,Sales,Account Executive,7,Chennai,Full-Time,2023-07-31,,True,,158500,0,5,6,29,4
E00458,Male,32,Married,High School,Operations,Quality Analyst,4,Mumbai,Full-Time,2025-02-14,,True,,80000,5,5,5,10,2
E02384,Male,32,Married,PhD,Marketing,Content Writer,2,Delhi,Full-Time,2024-12-29,2025-03-25,False,Resigned,102500,0,5,4,2,17
E01421,Female,34,Married,PhD,Human Resources,Recruiter,4,Chennai,Full-Time,2021-12-25,,True,,94500,0,5,7,48,9
E02354,Female,31,Single,PhD,IT,DevOps Engineer,3,Remote,Full-Time,2021-10-16,,True,,117000,10,4,3,51,7
E02763,Male,34,Divorced,Master,Operations,Quality Analyst,2,Mumbai,Full-Time,2024-01-21,2024-03-13,False,Retirement,64500,0,4,5,1,2
